OBJEKTKEY;FIRMA;PROGRAMM;ABTEILUNG;USERNAME;STRASSE;POSTLEITZAHL;ORT;TEL FIRMA;FAX FIRMA;TEL USER;USER FUNKTION;ANZAHL MITARB;USER eMAIL;WEITERGABE;FIRMA WWW;PRG VERSION;PRG ANZ USER;PRG MODULE;PRG LIZENZ;PRG PREIS EURO;PRG WART NR;PRG WART GEBUEHR;PRG WART ART;PRG WART %SATZ;ABSCHL DAT;KUEND DAT;KDBER USERNAME;KDBER USERKENN;PRG ANZ MAN;RE FIRMA;RE ABTEILUNG;RE USERNAME;RE STRASSE;RE POSTLEITZAHL;RE ORT;BEST NR;BEST DAT;BEST NAME;RE ANZ COPIES
100000148;Rakoczy Marsch;;Philip Gordon;;;;;;;;;142;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000318;Rauschende Birken;;Franz Pollak;;;;;;;;;309;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000047;Regimentsgruß;;Heinrich Steinbeck;;;;;;;;;46;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000018;Regimentskinder;;Franz Watz;;;;;;;;;17;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000127;Register-Show;;Willy Lange;;;;;;;;;122;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000247;Rendezvous bei Lehar;;Hans Mielenz;;;;;;;;;239;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000360;Revue Marsch;;A. Recking;;;;;;;;;350;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000164;Rhapsody in blue;;Naohiro Iwai;;;;;;;;;157;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000483;River of the Ancients;;Michael Sweeny;;;;;;;;;464;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000545;Rock around the clock;;Norman Tailor;;;;;;;;;525;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000316;Rocking for Piccolo;;Josef Börnisch;;;;;;;;;307;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000286;Rocky Top;;unbekannt;;;;;;;;;278;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000395;Romance;;Johan de Meij;;;;;;;;;383;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000442;Ross Roy;;Jakob de Haan;;;;;;;;;424;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000185;Rossini;;Walter Tuschla;;;;;;;;;177;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000434;Rossinis Birthday Party;ORIGNALE VORHANDEN;Henk van Lijnschooten;;;;;;;;;416;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000088;Rudolph, the red nose reindeer;;Naohiro Iwai;;;;;;;;;85;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000086;Rut sin die Ruse;;Peter Züll;;;;;;;;;83;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000559;Saga Maligna;;Bert Appermont;;;;;;;;;538;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000569;Saint Triphon Marsch;;A. Ney;;;;;;;;;548;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000522;Saluto Lugano;SIEGFRIED RUNDEL;Komplett;;;;;;;;;503;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000328;Samba de Janeiro;;Andre Waignein;;;;;;;;;319;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000463;San Carlo;;Oscar Tschuor;;;;;;;;;445;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000225;Sandpaper Ballet;;Hans van der Heide;;;;;;;;;217;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000234;Satisfaction;;Peter Laine;;;;;;;;;226;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000256;Schiff ahoi  1+2;;Rudi Seifert-Kressbronn;;;;;;;;;248;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000333;Schlagerparade im Marschrhythmus;;Hans Kolditz;;;;;;;;;324;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000299;Schunkelparade;;S. Rundel;;;;;;;;;290;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000297;Schwarzwaldmaedel;;Leon Jessel;;;;;;;;;288;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000566;Schwyzer-Soldaten;;Ernst Lüthold;;;;;;;;;545;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000337;Schöne Erinnerungen;;H. Egidius;;;;;;;;;328;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000141;Schötzefess;;Bernd Classen;;;;;;;;;135;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000101;Schützenmarsch;;Text und Musik Erich Kasterke;;;;;;;;;97;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000475;Scoop;;Hans Czettel;;;;;;;;;456;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000519;Seeteufel Graf Luckner Marsch;;Walter Heyer;;;;;;;;;500;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000347;Sehnsuchtsmelodie;;Walter Scholz;;;;;;;;;338;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000303;Selections from Mama Mia;ORIGINALE VORHANDEN;Michael Brown;;;;;;;;;299;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000484;Selections from Mary Poppins;;Ted Ricketts;;;;;;;;;465;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000501;Selections fromStarlight espress;JERRY NOWAK;;;;;;;;;;482;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000203;Shrek Dance Party;;Paul Murtha;;;;;;;;;195;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000467;Sierra Madre;ORIGIANLE VORHANDEN;Horst Verhey;;;;;;;;;449;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000071;Silberfäden;;Rudi Seifert;;;;;;;;;68;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000260;Silberne Operette;;Willi Löffler;;;;;;;;;252;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000034;Simon and Garfunkel;;Paul Simon;;;;;;;;;33;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000239;Singin in the Rain;;Rieks van der Velde;;;;;;;;;231;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000196;Slawa Fantasie;;Gustav Lotterer;;;;;;;;;188;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000506;So schoen ist boehmen;FRANK PLEYER;;;;;;;;;;486;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000230;Solisten-Medley;;Hans Kolditz;;;;;;;;;222;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000362;Song and Cance;;Andre Waignein;;;;;;;;;352;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000479;Song of Praise;;Alfred Boesendorfer;;;;;;;;;460;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000273;Sousa Fravorite;;Walter Tuschla;;;;;;;;;265;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000415;South of the Rio;;J. Olivadoti;;;;;;;;;399;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000355;Souvenir de Lobith;;W. G. Derksen;;;;;;;;;346;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000542;Spirit of 69;;Kurt Gäble;;;;;;;;;520;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000244;Spiritual Moments;;Dizzy Stratford;;;;;;;;;236;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000063;Stand by me;;Andrew Watkin;;;;;;;;;60;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000346;Standschützen-Marsch;;Sepp Tanzer;;;;;;;;;337;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000126;Starparade;;Hans Kolditz;;;;;;;;;121;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000009;Stelldich ein in Oberkrain;;Siegfried Rundel;;;;;;;;;9;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000216;Sterne der heiligen Nacht;;Hans Franz;;;;;;;;;208;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000010;Stille Nacht;;Jacob de Haan;;;;;;;;;10;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000357;Stimmung, Stimmung, Stimmung, ...;;Hans Kolditz;;;;;;;;;347;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000079;Stockholm Waterfestival;;Luigi di Ghisallo;;;;;;;;;76;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000022;Storie di Tutti i Giorni;;Maurizio Fabrizio;;;;;;;;;21;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000593;Such a Happy Day;;Kurt Engelmann;Hauptorchester;;;;;;;;574;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000414;Suedlich der Alpen;;Gustav Erbs;;;;;;;;;398;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000215;Sugar Blues;;Norbert Studnitzky;;;;;;;;;207;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000433;Suite des Chevaliers;;Jacob Jansen;;;;;;;;;415;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000446;Suite for youth;;Ivo Kouwenhoven;;;;;;;;;428;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000420;Superjeilezick;;Höhner;;;;;;;;;402;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000249;Superspy;;Luigi di Ghisallo;;;;;;;;;241;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000444;Superstimmung;;Willy Maerz;;;;;;;;;426;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000052;Suttony;;Wim Laserroms;;;;;;;;;50;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000255;Swing ist Trumpf    /     Beim Rotem Licht;;Bernd Egidius;;;;;;;;;247;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000443;TV Kultabend;;Manfred Schneider;;;;;;;;;425;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000341;Take a bow;;Mike Story;;;;;;;;;332;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000091;Take me home , Country Roads;;John Sligo;;;;;;;;;88;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000162;Tangerine Dream;;Manfred Schneider;;;;;;;;;155;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000404;Tango Erinnerungen;;Jean Treves;;;;;;;;;391;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000454;Tango Surprise;;Luigi di Ghisallo;;;;;;;;;436;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000085;Tchaikovsky`s greatest Hits;;John Moss;;;;;;;;;82;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000156;The A-Team (Theme);;Willy Hautvast;;;;;;;;;149;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000206;The Beatles;;Kurt Sorbon;;;;;;;;;198;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000138;The Beatles in Concert;;Lennon;;;;;;;;;132;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000240;The Best of Beatles;;Kurt Gäble;;;;;;;;;232;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000455;The Eagles in Concert;;Ron Sebregts;;;;;;;;;437;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000489;The Floral Dance;;;;;;;;;;;470;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000456;The Gladiators;;Roy Phillippe;;;;;;;;;438;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000179;The Happy cyclist;;Ted Huggens;;;;;;;;;172;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000285;The Joker;;Conway Brown;;;;;;;;;277;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000205;The Lion King;;Calvin Custor;;;;;;;;;197;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000576;The Magic of Boney M.;;STefan Schwalgin;;;;;;;;;555;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000104;The Phantom of the Opera;;Johan de meij ( Jugend);;;;;;;;;100;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000218;The Pink Panther;;Paul Cook;;;;;;;;;210;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000168;The Rose;ORIGINALE VORHANDEN;Conny Rall;;;;;;;;;161;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000262;The Show must go on;;Larry Foster;;;;;;;;;254;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000478;The Thunderer;ORIGINALE VORHANDEN;Siegfried Rundel;;;;;;;;;459;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000571;The Wizard of Oz;;James Barnes;;;;;;;;;550;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000392;The best of ABBA;;Ferenc Aszodi;;;;;;;;;380;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000147;The bombastic Bombardon;;Edrich Siebert;;;;;;;;;141;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000082;The cream of Clapton;;Ron Sebregts;;;;;;;;;79;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000248;The final Countdown;;Ron Sebregts;;;;;;;;;240;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000131;The hunchback of notre dame;;Steve Sykes;;;;;;;;;126;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000103;The ketchup Song;;Erwin Jahreis;;;;;;;;;99;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000209;The last Farewell;;Manfred Schnelder;;;;;;;;;201;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000208;The little Drummer Boy;;Frank Pleyer;;;;;;;;;200;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000004;The second Waltz;;Andre Waignein;;;;;;;;;4;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000016;The tennessee Dance;;Tonz Jaboski;;;;;;;;;15;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000500;The winner takes it all;;;;;;;;;;;481;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000055;The woshington Post;;J.B. Susa;;;;;;;;;53;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000113;The young Amadeus;;Jan de Haan;;;;;;;;;109;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000502;The zoo ball;KEITH STRACHAN;;;;;;;;;;478;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000232;Them Basses;;G. H. Huffine;;;;;;;;;224;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000495;Theme from Beethoven'sNinth Symphonie;CLARK TYLER;Orginale komplett;;;;;;;;;476;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000429;Theme from JAG;;Paul Lavender;;;;;;;;;411;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000585;Theme from Startrek Generations;;P. Mccarthy;B Orchster;;;;;;;;566;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000220;Theme from Tom and Jerry - the Movie;;Robert W. Smith;;;;;;;;;212;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000107;Think of me;;Manfred Schneider;;;;;;;;;103;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000457;Three Bagatelles;;Andre Waignein;;;;;;;;;439;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000584;Three little pop tunes;;Dizzy Stratford;B Orchster;;;;;;;;565;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000557;Thriller;;Robert Fienga;;;;;;;;;536;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000231;Thunderbirds;;Kazuhiro Morita;;;;;;;;;223;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000011;Time to say goodbye;;Andrea Buchelly;;;;;;;;;11;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000277;Tiroler Adler;;Franz Bummerl;;;;;;;;;269;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000214;Tochter Zion;;Jan de Haan;;;;;;;;;206;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000098;Tondovi Polka;;Jaroslav Ondra;;;;;;;;;95;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000250;Top Hits for sax   /   Träumen mit dir;;Vlad Kabec;;;;;;;;;242;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000089;Total toto;;Klaas van der Woude;;;;;;;;;86;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000447;Trails of Glory;;James Swearingen;;;;;;;;;429;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000398;Transeamus Usque Bethlehem;;Norbert Studnitzky;;;;;;;;;386;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000145;Traumland Operette;;Hans Kolditz;;;;;;;;;139;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000265;Traumreise Griechenland;;Norbert Studnitzky;;;;;;;;;257;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000397;Treue;;Heibert Raich;;;;;;;;;385;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000245;Trip to Spain;;Willy Lange;;;;;;;;;237;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000056;Tristeza;;Norman tailor;;;;;;;;;54;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000115;Tritsch-Tratsch Polka;;Alfred Reed;;;;;;;;;111;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000372;Trompetengold;;Willy Lange;;;;;;;;;362;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000279;Trumpet Fiesta;;Phillips;;;;;;;;;271;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000143;Trumpetiste;;Laidlav Kubes;;;;;;;;;137;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000065;Tränen lügen nicht;;Pavel Stanek;;;;;;;;;62;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000130;Tuba Tiger Rag;;Luther Henderson;;;;;;;;;125;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000558;Tulsa;;Don Gillis;;;;;;;;;537;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000423;Twin Eagle Strut;;van Auken;;;;;;;;;405;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000123;Twins;ORIGINALE VORHANDEN;Jan Hadermann;;;;;;;;;118;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000505;Two words;TAKASHI HOSHIDE;;;;;;;;;;485;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000257;Udo Jürgens live;;Kurt Gäble;;;;;;;;;249;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000106;Under the sea;;John Moss;;;;;;;;;102;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000007;Ungarischer Tanz;;Johannes Brahms;;;;;;;;;7;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000534;Unsere Infanterie;;Joh. Brussig;;;;;;;;;513;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000272;Unter Donner und Blitz;;Karl Pfortner;;;;;;;;;264;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000028;Unter dem Doppeladler;;J. Wagner;;;;;;;;;27;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000474;Unter dem Doppeladler;;Wolfgang Lindner;;;;;;;;;455;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000427;Unter dem Grillenbanner;;W. Lindemann;;;;;;;;;409;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000353;Unter dem Sternenbanner  /    San Lorenzo-Marsch;;Hermann Männecke;;;;;;;;;344;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000175;Unter der Admiralsflagge;;Franz Bummerl;;;;;;;;;168;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000581;Unter der Dorflinde;;Franz Watz;;;;;;;;;560;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000499;Variations an a frensch folkson;HENK VAN LIJNSCHOOTEN;;;;;;;;;;480;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000468;Vater Kolping;;;;;;;;;;;469;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000488;Vater Kolping;;;;;;;;;;;469;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000226;Verdi;;Walter Tuschla;;;;;;;;;218;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000253;Verlorene Liebe;;Georg Auer;;;;;;;;;245;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000570;Viribus Unitis, Marsch;;Josef Bach;;;;;;;;;549;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000591;Viva Belcanto;;Alfred Bösendorfer;Hauptochester;;;;;;;;572;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000448;Viva Colonia;;Erwin Jahreis;;;;;;;;;430;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000048;Volare;;Norman Tailor;;;;;;;;;47;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000036;Vom Egerland zum Moldau Strand;;Siegfried Rundel;;;;;;;;;35;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000510;Waltzing with Strauss;;Walter Kalischnig;;;;;;;;;490;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000193;Walzerperlen;;Walter Tuschla;;;;;;;;;185;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000385;Walzerperlen aus Europa;;Franz Bummerl;;;;;;;;;374;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000477;Wanderlieder Potpourri;;Heinz Egidius;;;;;;;;;458;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000325;Wannabe;;Paul Murtha;;;;;;;;;316;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000274;Was euch gefällt;;H. Egidius;;;;;;;;;266;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000458;We are the Champions;;Frank Bernaerts;;;;;;;;;440;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000183;We have a dream;;Marcel Saurer;;;;;;;;;175;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
